stock_code,year,close_yearend,close_m01,close_m02,close_m03,close_m04,close_m05,close_m06,close_m07,close_m08,close_m09,close_m10,close_m11,close_m12,shares,market_cap,momentum_12m,volatility_annual
2920,2021,3195.0,2995.0,3010.0,3135.0,3400.0,3945.0,3950.0,3665.0,3495.0,3500.0,3375.0,2910.0,3195.0,25947500.0,82902262500.0,0.0667779632721201,0.2916679218199205
2990,2021,11600.0,8420.0,8740.0,9820.0,10050.0,11700.0,12700.0,12500.0,13100.0,13050.0,12050.0,10850.0,11600.0,37259974.0,432215698400.0,0.3776722090261282,0.2752495849381494
3000,2021,11791.0,20474.0,25456.0,21571.0,19789.0,19332.0,18509.0,18966.0,19834.0,13710.0,11928.0,10877.0,11791.0,98664671.0,1163355135761.0,-0.4240988570870372,0.4955329682513777
3010,2021,5710.0,5150.0,5700.0,7530.0,7450.0,7470.0,7230.0,6710.0,6010.0,6020.0,6200.0,5000.0,5710.0,12712747.0,72589785370.0,0.1087378640776699,0.4735498638334295
3030,2021,103000.0,45650.0,44300.0,55100.0,74000.0,70900.0,75900.0,78300.0,128500.0,140000.0,125500.0,98900.0,103000.0,4141657.0,426590671000.0,1.2562979189485213,0.8177375402562079
3060,2021,6800.0,8641.0,8454.0,8792.0,8942.0,9092.0,9281.0,9018.0,8491.0,7927.0,7664.0,6320.0,6800.0,14412374.0,98004143200.0,-0.2130540446707557,0.2329096588054979
3070,2021,21612.0,17261.0,18982.0,20368.0,23142.0,22950.0,23429.0,23189.0,21946.0,28162.0,24863.0,19795.0,21612.0,25423959.0,549462601908.0,0.2520711430392213,0.4548337701822658
3080,2021,3980.0,4375.0,4105.0,5550.0,4745.0,5160.0,5380.0,4965.0,4310.0,4150.0,4280.0,3670.0,3980.0,20020000.0,79679600000.0,-0.0902857142857143,0.5036492010187226
3090,2021,31050.0,46750.0,36550.0,32700.0,36300.0,36800.0,46750.0,37050.0,36300.0,33250.0,31600.0,30900.0,31050.0,58141980.0,1805308479000.0,-0.3358288770053476,0.4762231928195297
3100,2021,58100.0,28550.0,30350.0,29450.0,37400.0,39200.0,43550.0,48450.0,50900.0,54300.0,55800.0,54600.0,58100.0,6600000.0,383460000000.0,1.0350262697022767,0.2782295922789447
3160,2021,9360.0,5230.0,5960.0,6970.0,7840.0,7130.0,8050.0,9040.0,9710.0,7780.0,7910.0,7500.0,9360.0,28300000.0,264888000000.0,0.7896749521988529,0.4526588084921342
